backdrop_path,first_air_date,genre_ids,id,name,origin_country,original_language,original_name,overview,popularity,poster_path,vote_average,vote_count
/oIjAz9Q0QNt9s4fnuiWLLM4xsJC.jpg,2016-09-06,"[35, 18]",65495,Atlanta,['US'],en,Atlanta,Two cousins work through the Atlanta music scene in order to better their lives and the lives of their families.,45.871,/tCeTU943Edni7MtJPkVb1uNxJUD.jpg,8,404
/jFclWhCwbW6r7ecQ3vF83QXnEWJ.jpg,2016-01-17,[18],62852,Billions,['US'],en,Billions,"A complex drama about power politics in the world of New York high finance. 

Shrewd, savvy U.S. Attorney Chuck Rhoades and the brilliant, ambitious hedge fund king Bobby ""Axe"" Axelrod are on an explosive collision course, with each using all of his considerable smarts, power and influence to outmaneuver the other. The stakes are in the billions in this timely, provocative series.",102.338,/edwYPQdZE998d748AdwWLsfy0rl.jpg,7.7,624
,2010-10-03,[],38968,Wild Animal Baby Explorers,[],en,Wild Animal Baby Explorers,"Wild Animal Baby Explorers is a television show designed to introduce preschoolers to the world of animals and help them develop important observation, problem-solving and listening skills. The series combines 3D animated characters and wildlife footage to introduce animal facts and nurture young viewers’ inherent love for nature. The show is based on Wild Animal Baby, a children's nature magazine published by the National Wildlife Federation.

The lyrics to the shows song are ""Let's explore, more and more. There's so much to learn and see.""

Each episode is 13 minutes, with two per viewing time. Wild Animal Baby Explorers airs on local PBS stations.

The National Captioning Institute close captioned the show when seen on PBS Kids in the USA.",0.6,,0,0
/wvdWb5kTQipdMDqCclC6Y3zr4j3.jpg,2010-10-31,"[10759, 18, 10765]",1402,The Walking Dead,['US'],en,The Walking Dead,Sheriff's deputy Rick Grimes awakens from a coma to find a post-apocalyptic world dominated by flesh-eating zombies. He sets out to find his family and encounters many other survivors along the way.,1377.194,/xf9wuDcqlUPWABZNeDKPbZUjWx0.jpg,8.1,12907
/4g0tKve1NVKQ9pv7un3nsnrSk0F.jpg,2015-06-15,"[18, 99]",62336,The Making of The Mob,['US'],en,The Making of The Mob,"A docudrama series chronicling some of America's most notorious mobsters, each season dealing with a different city/region.",7.764,/s51fAUjd6RWILFetPBSvqpxT5s7.jpg,6.7,26
/6W8zEF5jE9ErdhzatZBVI7fkpsP.jpg,2021-11-28,"[10764, 10751]",133723,Harry Potter: Hogwarts Tournament of Houses,['US'],en,Harry Potter: Hogwarts Tournament of Houses,Wizarding World fans put their Harry Potter knowledge to the test for the ultimate honor to be named House Cup champion.,262.762,/tEHHfzqHnfNJUp4L30wQeYl2xRo.jpg,7.6,211
/5BMwFwNzSidVYArn561acqtktxv.jpg,2005-09-19,[35],1100,How I Met Your Mother,['US'],en,How I Met Your Mother,A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,235.483,/dvxSvr6OmYGvvt8Z1VdBlPfL1Lf.jpg,8.2,3315
/d6sUSb83506swwVLq7WOKMwE01W.jpg,1990-04-08,"[18, 9648]",1920,Twin Peaks,['US'],en,Twin Peaks,The body of Laura Palmer is washed up on a beach near the small Washington state town of Twin Peaks. FBI Special Agent Dale Cooper is called in to investigate her strange demise only to uncover a web of mystery that ultimately leads him deep into the heart of the surrounding woodland and his very own soul.,81.396,/lA9CNSdo50iQPZ8A2fyVpMvJZAf.jpg,8.2,1360
/o9YZvh82gSfkZuScn4XM9xeNeCY.jpg,2017-09-26,"[80, 18]",72496,Law & Order True Crime,['US'],en,Law & Order True Crime,"An anthology series that delves into the players, the crime and the media circus, detailing the day-to-day battles of the trial and unveiling the shocking truth of what really went down when the cameras stopped rolling.",16.415,/14T6cTwynqxU10e1cCnSc75AcNa.jpg,7.4,56
/z8gaAjx7rSXKJHynMKbPVYJR2pg.jpg,2008-09-01,[16],21086,Animal Mechanicals,"['CA', 'GB']",en,Animal Mechanicals,"Animal Mechanicals is a Decode Entertainment television series created by Jeff Rosen and produced by Halifax Film, a DHX Media Company, in association with CBC.

Animal Mechanicals Rex, Unicorn, Komodo, Mouse, and Sasquatch, live and play in a place unlike any other; a colorful ""snap-together-take-apart"" world which can also transform. Things are always popping up, changing shape and most of all presenting challenges to the animal mechanicals. In each adventure the animal mechanicals get their new mission from Island Owl who displays images on her face, which changes to a screen. Each adventure has a variety of small challenges to overcome on the road to accomplishing the mission they are given. The challenges vary requiring the animal mechanicals to use their wide array of unique transformed ""Mechana"" abilities. The animal mechanicals must decide who should face each challenge.",4.016,/nmLKVSUnhM4AYTY5vevJDHrY97a.jpg,5.3,3
/v2b4GxILejrDk8Y0WLzTZqkM39Z.jpg,2007-03-19,[10762],3048,In the Night Garden,['GB'],en,In the Night Garden,In the Night Garden is a magical place that exists between the waking and sleeping imagination of children close to the representation of a nursery rhyme.,12.337,/qD5xsX8aPNYHATq6f28WVQslpqq.jpg,4.8,4
,2010-05-03,"[16, 10762]",73573,Everything's Rosie,[],en,Everything's Rosie,Rosie lives in a playhouse with her colourful group of friends. Together they embark on adventures as they learn the meaning of true friendship.,1.248,/N8YD9mljwX9EHMzzX7U0UbkKcj.jpg,10,1
/dpzC0ACzwkVporKvzZGvNFOBFr6.jpg,2005-03-27,[18],1416,Grey's Anatomy,['US'],en,Grey's Anatomy,Follows the personal and professional lives of a group of doctors at Seattle’s Grey Sloan Memorial Hospital.,1089.529,/zPIug5giU8oug6Xes5K1sTfQJxY.jpg,8.3,7894
/dQLpDcHFMbVV33cRxJcnrCKsuWt.jpg,2018-01-18,"[18, 10765, 10759]",70484,Britannia,['GB'],en,Britannia,An epic drama set in 43AD as the Roman Imperial Army – determined and terrified in equal measure - returns to crush the Celtic heart of Britannia - a mysterious land ruled by warrior women and powerful druids who can channel the powerful forces of the underworld. Or so they say.,46.912,/fjdXymXAas9NSehc6GCOHQcEM05.jpg,7,128
/adIUBf4yewQ2uFAXrrPTcVbhFUn.jpg,2011-06-01,"[18, 35]",33301,Franklin & Bash,['US'],en,Franklin & Bash,"When they're not hanging out at their favorite hot dog stand pontificating on what they'd go through to enjoy a night with their favorite female celebrities, Jared Franklin and Peter Bash are chasing down their latest clients...sometimes literally. With business cards in hand, they're ready to nab a client within seconds after a car accident, arrest for solicitation or any other incident where their legal services may be needed. Once in the courtroom, they show their flair for the dramatic and the shocking.",19.763,/so3xbOsAcG5lkxgfRjHbTFkXxM0.jpg,7.3,56
/f8suwmcabeTAq8GO9RzK1eUBxMc.jpg,2010-10-10,"[16, 35, 10765, 10762]",33765,My Little Pony: Friendship Is Magic,"['CA', 'US']",en,My Little Pony: Friendship Is Magic,"""Get your muzzle out of those books and make some friends!"" That's what Princess Celestia tells Twilight Sparkle. She may be the smartest unicorn in Equestria, but Twilight Sparkle gets an ""incomplete"" in friendship. There's more to life than learning magic, after all -- so she goes to Ponyville on a mission to make friends. There she meets five special ponies who take her on exciting adventures and teach her the most powerful magic of all ... the magic of friendship!",92.088,/fwW7WgJIjhBsnzk87Gyh6g9187m.jpg,8,432
/gToI5Q9I30Yyx6efnsAg0JGapIU.jpg,2012-01-08,"[35, 18]",39702,House of Lies,['US'],en,House of Lies,"Charming, fast talking Marty Kaan and his crack team of management consultants know how to play the corporate game better than anyone, by using every dirty trick in the book to woo powerful CEOs and close huge deals. In the board rooms, barrooms, and bedrooms of the power elite, corruption is business as usual and everyone's out for themselves first. Nothing is sacred in this scathing, irreverent satire of corporate America today.",22.126,/9OXnuW1xJhx4nnUnmtV4904zSs5.jpg,6.6,127
/nK5ShXYgM6VZtk2uC9ccwdU71eC.jpg,2007-07-24,"[9648, 18, 80]",4920,Damages,['US'],en,Damages,"Damages is an American legal thriller television series created by the writing and production trio of Daniel Zelman and brothers Glenn and Todd A. Kessler. The plot revolves around the brilliant, ruthless lawyer Patty Hewes and her protégée, recent law school graduate Ellen Parsons. Each season features a major case that Hewes and her firm take on, while also examining a chapter of the complicated relationship between Ellen and Patty. The first two seasons center around the law firm Hewes & Associates. Later seasons center more on Patty and Ellen's relationship as Ellen begins to distance herself from Hewes & Associates and begins an independent career.",29.789,/bowEbW8Q3Oc02BvHBKTL5gWv9Nx.jpg,7.6,146
/nGFTegLPFXH2RzqNALTTh2I1fst.jpg,2013-04-19,[9648],42295,Hemlock Grove,['US'],en,Hemlock Grove,"One cannot quench his all-consuming thirst. The other cannot tame the beast clawing its way out. In the sleepy Pennsylvania village of Hemlock Grove, two young men struggle to accept painful truths: about family, themselves, the mystery of the White Tower - and a terrifying new threat so powerful it will turn them from predators into prey.",29.641,/sjGOYM7GTG03aWUZIFOUiFDTeoL.jpg,7.3,383
,,[],53046,Alo Hala,[],en,Alo Hala,,0.6,,0,0
/l0qVZIpXtIo7km9u5Yqh0nKPOr5.jpg,1994-09-22,"[35, 18]",1668,Friends,['US'],en,Friends,"Friends is an American television sitcom created by David Crane and Marta Kauffman, which aired on NBC from September 22, 1994, to May 6, 2004, lasting ten seasons. With an ensemble cast starring Jennifer Aniston, Courteney Cox, Lisa Kudrow, Matt LeBlanc, Matthew Perry and David Schwimmer, the show revolves around six friends in their 20s and 30s who live in Manhattan, New York City. The series was produced by Bright/Kauffman/Crane Productions, in association with Warner Bros. Television. The original executive producers were Kevin S. Bright, Kauffman, and Crane.",295.375,/f496cm9enuEsZkSPzCwnTESEK5s.jpg,8.5,5609
/50qeGH15CzWNsxRZj0JIitrid22.jpg,2005-12-10,"[10765, 10759]",6343,Painkiller Jane,"['US', 'CA']",en,Painkiller Jane,"Painkiller Jane is an American-Canadian science fiction and action television series based on the comic book character of the same name. Airing on the Sci Fi Channel in the US starting April 13, 2007 and Global in Canada, it starred Kristanna Loken as the titular character. On August 15, 2007, it was canceled after one season of 22 episodes.",9.712,/4fm2MBCpIqL3Be4TsFXNelIkbiw.jpg,6,30
,2021-11-15,[18],122551,Viral Scandal,['PH'],tl,Viral Scandal,The lives of a simple family becomes disrupted when a scandalous video involving their eldest daughter goes viral.,361.805,/zPsJG3DRDeZZCoja9nnU6p4d67V.jpg,5.5,2
,2011-05-16,"[9648, 99]",42840,Killer Kids,[],en,Killer Kids,"Killer Kids provides an in-depth profile of the lives of kids who kill. What can possibly motivate kids to commit criminal acts and even murder? From hate crimes to gang initiations, murders of family members to occult ceremonies, each case in the series exposes different motives and methods of murders by children.",3.03,/3NEqpd5S4QVssqtvZQU54RCZGe7.jpg,6.5,12
/4DgAubucJP6y2yX2Yx4CLEgdIPA.jpg,2006-09-25,"[10765, 18]",1639,Heroes,['US'],en,Heroes,Common people discover that they have super powers. Their lives intertwine as a devastating event must be prevented.,90.325,/7Cn1Sj5yipu7tBX14BbaXuBHbL1.jpg,7.5,1662
/sABDsMQOJyf6SCqnX1EnukF8aAq.jpg,2008-09-03,"[80, 18]",1409,Sons of Anarchy,['US'],en,Sons of Anarchy,"An adrenalized drama with darkly comedic undertones that explores a notorious outlaw motorcycle club’s (MC) desire to protect its livelihood while ensuring that their simple, sheltered town of Charming, California remains exactly that, charming. The MC must confront threats from drug dealers, corporate developers, and overzealous law officers. Behind the MC’s familial lifestyle and legally thriving automotive shop is a ruthless and illegal arms business driven by the seduction of money, power, and blood.",125.925,/ujpOMxs5mjRrhgTgOgZj9fqEsgY.jpg,8.4,1992
/j46QR6gV5GeopRDXe4TFDg7cPPC.jpg,2010-03-16,"[80, 18]",1436,Justified,['US'],en,Justified,"A character drama based on the 2001 Elmore Leonard short story ""Fire in the Hole."" Leonard's tale centers around U.S. Marshal Raylan Givens of Kentucky, a quiet but strong-willed official of the law. The tale covers his high-stakes job, as well as his strained relationships with his ex-wife and father.",41.519,/aVYuGDlOZMCRt89fAnHTYgk3BMr.jpg,8,473
/n1JtC5s7qw0WHKeMKncs87bHNNN.jpg,2015-05-28,"[18, 80]",61239,Aquarius,['US'],en,Aquarius,"In the late 1960s, a Los Angeles police sergeant with a complicated personal life starts tracking a small-time criminal and budding cult leader seeking out vulnerable women to join his “cause.” The name of that man is Charles Manson.",16.904,/dTihIjUI2ScBXVgcZiyTAq1PBBA.jpg,6.8,115
/mqb0IbCMX5dDZvmqIjY6rcDTeRG.jpg,2012-05-24,[35],42548,Men at Work,['US'],en,Men at Work,"Men at Work is an American comedy series that airs on TBS. The series was created by Breckin Meyer and stars Danny Masterson, Michael Cassidy, Adam Busch, James Lesure and Meredith Hagner. The series premiered on May 24, 2012 at 10 pm. TBS second season premiered on April 4, 2013 with another 10 episode season.",10.576,/roh8cMRx6BJhiwNNJwxFmQ9M6Bf.jpg,6.7,26
,2007-09-22,"[16, 35, 10759]",15288,Skunk Fu!,['IE'],en,Skunk Fu!,"Skunk Fu! is an Irish animated children's television series featuring the fables of anthropomorphic animals protecting their valley using martial arts. The show chronicles the adventures of young Skunk, training with his Kung Fu master, Panda, with support of Rabbit, Fox, Turtle, and others, who directly, or inadvertently, also help Skunk grow. The show received mixed reviews from critics and won the IFTA award for ""Best Animation"". In addition to an English sound track, an Irish language, French language, Japanese language and Dutch language soundtracks were initially produced.",0.916,/5GDbyMnT8O9tePXwEcCU9TsroMk.jpg,8,2
/5YX73OlbcpKbnYRZwPI3OVkP2AK.jpg,2014-05-05,"[18, 80, 10759]",119482,24: Live Another Day,[],en,24: Live Another Day,Jack Bauer comes out of hiding in London to stop a huge terrorist attack on British soil.,4.474,/ePRRiC23ZmbADpqGMOUApet3jEo.jpg,7.6,41
/thXO4bz8NwSzAtkQe1P1xJUjyoY.jpg,2014-07-09,"[10765, 18]",58111,Extant,['US'],en,Extant,An astronaut returns home from a year long solo mission in space. She tries to reconnect with her husband and son in their everyday life. Her experiences in space and home lead to events that ultimately will change the course of human history.,24.674,/nFwqHXoP1FxFbd8G8dY13y9bfAX.jpg,6.3,245
/9yxDAdbBqiZn8j93nzJMlQJDZur.jpg,2016-01-07,"[18, 80]",64433,Shades of Blue,['US'],en,Shades of Blue,"Sexy New York detective and single mother Harlee Santos fell in with a tight-knit group of dirty cops, taking bribes and protection money that she uses to provide the best life for her honest, talented daughter. But when she's trapped by the FBI and forced to inform on her own ""brothers,"" she'll have to walk the fine line between love, loyalty, honor and betrayal, and try to keep it together for her daughter's future.",23.615,/kSCnmyWycGsxu8BgSoyM8GYsZck.jpg,7.3,219
/32iacqVElB91YZKl9Ky3QEEkXtH.jpg,2014-05-11,"[10765, 18, 9648]",54671,Penny Dreadful,['US'],en,Penny Dreadful,"Some of literature's most terrifying characters, including Dr. Frankenstein, Dorian Gray, and iconic figures from the novel Dracula are lurking in the darkest corners of Victorian London. Penny Dreadful is a frightening psychological thriller that weaves together these classic horror origin stories into a new adult drama.",36.244,/hQSdrXBYTbLGHYDIseHkBOPXTgL.jpg,7.9,986
/uPoPcVwRbHG34p0VwzGQ4aXb8n2.jpg,2015-09-24,[10765],60858,Heroes Reborn,['US'],en,Heroes Reborn,"The supernatural phenomenon begins again with a fresh crop of inspiring heroes who take on the ultimate struggle between those with extraordinary abilities and those with nefarious motives to hunt and harness their powers. Epic adventures await these newly empowered allies as they cross paths with some of the original characters, unlocking the mysterious fate of the universe and their place within it.",21.987,/48xcu8ymIhk40YgqUmzYaKiUbhz.jpg,6.9,394
/o9pR2ve46mVMEaFggDJydk6Q1ry.jpg,2013-06-30,[18],1423,Ray Donovan,['US'],en,Ray Donovan,"Set in the sprawling mecca of the rich and famous, Ray Donovan does the dirty work for LA's top power players, and makes their problems disappear. His father's unexpected release from prison sets off a chain of events that shakes the Donovan family to its core.",61.24,/zxftW7ZGVrOCqH2ifuruieCTb5X.jpg,7.5,568
/wIe1HL7oMNwyltsqqx2sCPwNl4w.jpg,1984-10-09,"[16, 10762]",2304,Thomas & Friends,['GB'],en,Thomas & Friends,"Thomas & Friends is a British children's television series, which had its first broadcast on the ITV network on 4 September 1984. It is based on The Railway Series of books by the Reverend Wilbert Awdry and his son, Christopher Awdry. These books deal with the adventures of a group of anthropomorphised locomotives and road vehicles who live on the fictional Island of Sodor. The books were based on stories Wilbert told to entertain his son, Christopher during his recovery from measles. From Series one to four, many of the stories are based on events from Awdry's personal experience.",85.572,/s8RtAklJqHo6iMtKz1FIVBm92R2.jpg,6.6,67
/7YePIKnObV6NB8Kp80nk9sbcFSS.jpg,2012-03-30,[18],38967,Magic City,['US'],en,Magic City,"Set in 1959 Miami, Florida shortly after the Cuban Revolution, Magic City tells the story of Ike Evans, the owner of Miami's most glamorous hotel, the Miramar Playa. Evans is forced to make an ill-fated deal with Miami mob boss Ben Diamond to ensure the success of his glitzy establishment.",10.867,/g06xRDpwPmhFuhqx0srjM8oqwn3.jpg,6.8,56
/nc1muJ5nPsALTcuFtDnVcMivNca.jpg,2014-06-01,[18],59659,Halt and Catch Fire,['US'],en,Halt and Catch Fire,"Set in the early 1980s, and about a fictional visionary, an engineer and a prodigy whose innovations confronts the corporate behemoths of the time. Their personal and professional partnership will be challenged by greed and ego while charting the changing culture in Texas' Silicon Prairie.",35.207,/l4qvJ0lq59wR3ODX42DxBVFGoxx.jpg,8,327
/lHe8iwM4Cdm6RSEiara4PN8ZcBd.jpg,2013-03-03,"[10759, 18, 10768]",44217,Vikings,['CA'],en,Vikings,"The adventures of Ragnar Lothbrok, the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods. Legend has it that he was a direct descendant of Odin, the god of war and warriors.",548.123,/bQLrHIRNEkE3PdIWQrZHynQZazu.jpg,8.1,5344
/cKsmzu5YpayNxc6Gs9KD8wyJV8M.jpg,2007-04-01,"[18, 10749]",2942,The Tudors,['US'],en,The Tudors,"The Tudors is a history-based drama series following the young, vibrant King Henry VIII, a competitive and lustful monarch who navigates the intrigues of the English court and the human heart with equal vigor and justifiable suspicion.",42.036,/1ohemLJzAzDcO3aJXb0k46FiCx9.jpg,7.8,458
/xxBB3y7Q9h9qRN5bggjb0ZZ4ZWc.jpg,2006-04-10,[16],2424,Pinky Dinky Doo,['US'],en,Pinky Dinky Doo,Pinky Dinky Doo dances her way into her Story Box to tell stories and solve problems using her big imagination and fancy words.,3.483,/aphrMB7w0O2WDIGFWQsMcLyW17S.jpg,6.7,3
/czpfLUoJt7uPQf2i7S2Mo2cwRGl.jpg,2014-09-24,[35],61381,black-ish,['US'],en,black-ish,"A family man struggles to gain a sense of cultural identity while raising his kids in a predominantly white, upper-middle-class neighborhood.",69.727,/ga1zJ6UejPIfyL8BA22pK6dqsC8.jpg,7.4,234
/A0NXRICa49gpCtGDm778JMb4EyL.jpg,2015-01-07,"[18, 10402]",61733,Empire,['US'],en,Empire,A powerful family drama about the head of a music empire whose three sons and ex-wife all battle for his throne.,32.553,/gTrzYR6gWMhQ8yINW9JCLeoJHvf.jpg,7.1,644
/rZj50NwfIq9e7p3qktWaamz5qcQ.jpg,2015-06-30,[18],62517,Zoo,['US'],en,Zoo,"Set amidst a wave of violent animal attacks sweeping across the planet, a young renegade scientist is thrust into a race to unlock the mystery behind this pandemic before time runs out for animals and humans alike.",48.141,/6Fp49zU7FjsJ4xvvZjCZBiBq9KQ.jpg,6.6,422
/nmjerNLKYeEAato5LxcTBhHaM07.jpg,1986-05-28,"[16, 35, 10762]",9262,Pingu,"['CH', 'GB']",en,Pingu,"Playful penguin Pingu lives with his family in Antarctica, where he often finds himself caught up in mischievous high jinks with his pal Robby.",59.882,/fBnhZLMcJ8WNrZJiN11vpq4FekL.jpg,6.8,76
/7OrV2aAH5Yp7hA9zCCvUloLvZtl.jpg,2013-08-12,"[16, 10762]",57532,PAW Patrol,['US'],en,PAW Patrol,PAW Patrol is a CG action-adventure for old children and preschool series starring a pack of six heroic puppies led by a tech-savvy 10-year-old boy named Ryder.,191.46,/tzGxAzpuGIp66d0vZzW5ycoWAsU.jpg,6.9,509
/eVKY6ag2w0XWVSEP9mNZGoUAgVn.jpg,2010-10-03,"[10751, 10762, 16]",38965,Angelo Rules,"['FR', 'CA', 'US']",en,Angelo Rules,"Angelo is the kid who tries to be the wise guy. He is constantly coming up with plans and strategies to get out of trouble. ... Angelo isn't put off by the natural setbacks most kid have to confront: like parents, siblings and rules but that doesn't deter him.",23.085,/vvH2VBpGvXJh9MROeTHrlaVIS4p.jpg,6.9,9
/sOBK7XRjdEmcgeMTMzX0A7ed0S.jpg,2018-02-11,"[16, 35]",75804,Our Cartoon President,['US'],en,Our Cartoon President,"A hilarious look into the Trump presidency, animation style. Starring two-dimensional avatars of Donald Trump and his merry band of insiders and family members, this cutting-edge comedy presents the truish adventures of Trump, his confidants and bon vivants through the eyes of an imaginary documentary crew.",9.716,/pVmH4R0d34UHH3n9ODWbPC3ALn7.jpg,5.9,19
/be6mDIMv7cg8duWkcYVnTB8rphO.jpg,2001-11-06,"[10759, 18]",1973,24,['US'],en,24,"24 is an American television series produced for the Fox network and syndicated worldwide, starring Kiefer Sutherland as Counter Terrorist Unit agent Jack Bauer. Each 24-episode season covers 24 hours in the life of Bauer, using the real time method of narration.",127.266,/iq6yrZ5LEDXf1ArCOYLq8PIUBpV.jpg,7.8,1072
/AhcPiOviZ36mE5DjkX3aI9zIQJ9.jpg,2002-10-20,"[99, 10764, 10767]",45,Top Gear,['GB'],en,Top Gear,"This fast-paced and stunt-filled motor show tests whether cars, both mundane and extraordinary, live up to their manufacturers' claims. The long-running show travels to locations around the world, performing extreme stunts and challenges to see what the featured cars are capable of doing. The current hosts are Paddy Mcguinness, Chris Harris and Andrew ""Freddie"" Flintoff.",52.079,/aqM6QnuhSXzjHlKbXyKUqxaGiWu.jpg,7.4,537
