adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/ga1YZNza5cZbjwOxL88Rhsj5ZN8.jpg,"[18, 53]",5125,en,Rendition,"When an Egyptian terrorism suspect ""disappears"" on a flight from Africa to Washington DC, his American wife and a CIA analyst find themselves caught up in a struggle to secure his release from a secret detention facility somewhere outside the US.",12.792,/j9FBvjTsJzdRJL0bq5iiVCTJ6O8.jpg,2007-09-07,Rendition,False,6.5,536
False,/cj0VkGBTywa7WTIPPW9xgqmUVWl.jpg,"[53, 9648]",13448,en,Angels & Demons,"Harvard symbologist Robert Langdon is recruited by the Vatican to investigate the apparent return of the Illuminati - a secret, underground organization - after four cardinals are kidnapped on the night of the papal conclave.",125.505,/uRBapeuwV8yy4in4BkETHBDmWkH.jpg,2009-05-13,Angels & Demons,False,6.7,5766
False,/gSZ7t9K3dY8tSy0oHZTpHTInDZV.jpg,"[28, 27, 53]",24421,en,Stag Night,"Four guys on a bachelor party get off the subway at a station that shut down in the 70's and, after watching a transit cop get brutally murdered, find themselves running for their lives beneath the streets of NY.",11.28,/lg5GWL2Pf6r6tqQGhqXPq0vgwH.jpg,2008-06-26,Stag Night,False,4.9,74
False,,"[80, 99]",13137,en,A Very British Gangster,"A documentary about one of Britain's most dangerous crime families and introduces us to its magnetic, larger-than-life leader, Dominic Noonan (aka Lattlay Fottfoy).",2.096,/y2YAox1eooEKxSP2WgEFJAUles7.jpg,2007-07-17,A Very British Gangster,False,6.1,24
False,/2Gq4teAIkVVv0kc6JsfU66C3VOJ.jpg,"[53, 18, 9648]",9741,en,Unbreakable,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead — and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",33.97,/mLuehrGLiK5zFCyRmDDOH6gbfPf.jpg,2000-11-22,Unbreakable,False,7.1,7725
False,/ypuD6ZsupyVV1ElNSIPz2BooIlX.jpg,"[53, 878, 18, 9648]",157353,en,Transcendence,"Two leading computer scientists work toward their goal of Technological Singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain.",23.786,/mD4lqIxbm1kh69e24GiuhgMEYs5.jpg,2014-04-16,Transcendence,False,6,4687
False,/ioYtzheqeyVvZE2P1Xw2gFvet4D.jpg,"[27, 18]",340103,en,The Monster,A mother and her 10-year old daughter are trapped in a forest. There is something in this forest. Something unlike anything they have heard before. Something that lurks in the darkness and it’s coming after them.,25.33,/hfZlhea7wCNQK78VfZC3gDJ4si.jpg,2016-11-11,The Monster,False,5.5,462
False,/bNMw3onveTYU7PpLQRK0HQK8JRb.jpg,"[28, 16, 80]",69735,en,Batman: Year One,A wealthy playboy named Bruce Wayne and a Chicago cop named Jim Gordon both return to Gotham City where their lives unexpectedly intersect.,24.34,/mLZRhulJcDsxZWTdfx0trtk6y07.jpg,2011-09-27,Batman: Year One,False,7.3,717
False,/w3LLngJIAA1R7Mp2S3G0HZl2R3H.jpg,"[16, 10751]",45772,en,Gnomeo & Juliet,"A version of Shakespeare's play, set in the world of warring indoor and outdoor gnomes. Garden gnomes Gnomeo and Juliet have as many obstacles to overcome as their quasi namesakes when they are caught up in a feud between neighbors. But with plastic pink flamingos and lawnmower races in the mix, can this young couple find lasting happiness?",51.278,/vVQwgfS9gSFviVT4gS7tZAmhRFc.jpg,2011-01-13,Gnomeo & Juliet,False,5.8,1633
False,/msnknPOg9dx86b0YozXOFP8PgBI.jpg,"[10751, 16, 12, 35]",270946,en,Penguins of Madagascar,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",131.409,/dXbpNrPDZDMEbujFoOxmMNQVMHa.jpg,2014-11-22,Penguins of Madagascar,False,6.5,3416
