adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/iNYe0BmPDAEQlChNYOfceGPNnq6.jpg,"[28, 37, 18, 14, 53]",20533,en,Jonah Hex,"Gunslinger Jonah Hex is appointed by President Ulysses Grant to track down terrorist Quentin Turnbull, a former Confederate officer determined on unleashing hell on earth. Jonah not only secures freedom by accepting this task, he also gets revenge on the man who slayed his wife and child.",76.057,/1MpWjcCn8M0763QDoxcN0gXrc5q.jpg,2010-06-18,Jonah Hex,False,4.9,1143
False,/tjdjDn10yDK5R7b6HdwtTASqwmE.jpg,"[80, 18, 53]",27579,en,The American,"Dispatched to a small Italian town to await further orders, assassin Jack embarks on a double life that may be more relaxing than is good for him.",33.529,/5OEOsRaBsSxD0qBtAhus0iKDzr.jpg,2010-08-31,The American,False,5.9,1059
False,/oihWVx3imvRKujnGmSDYhfG1gI5.jpg,"[35, 27]",19908,en,Zombieland,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.",68.514,/dUkAmAyPVqubSBNRjRqCgHggZcK.jpg,2009-10-07,Zombieland,False,7.3,10193
False,/qWjSeBWGNBPhn4gttPgmB185RMN.jpg,"[18, 27, 53]",400710,en,Flatliners,"Five medical students, hoping to understand the mystery of what lies beyond life, embark on a dangerous experiment. When their hearts are stopped for a short period of time, they have a near-death experience…",16.185,/e9NHATN0TJW6ZZPLLWFsKdilVl1.jpg,2017-09-28,Flatliners,False,5.7,1958
False,/hzPYbQTzfgyQF0xxs2l1nu62K1w.jpg,"[28, 53, 18]",10222,en,Kickboxer,"If your enemy refuses to be humbled... Destroy him. Accompanied by his brother Kurt (Van Damme), American kickboxing champion Eric Sloane (Dennis Alexio), arrives in Thailand to defeat the Eastern warriors at their own sport. His opponent: ruthless fighter and Thai champion, Tong Po. Tong not only defeats Eric, he paralyzes him for life. Crazed with anger, Kurt vows revenge.",26.522,/tzEOkUn5708fQvF0bOPB5bLLRNk.jpg,1989-04-20,Kickboxer,False,6.8,1041
False,/yxelKIKv4M4wxD0urdVc4o9ZddK.jpg,"[28, 12, 35, 14, 878, 53]",339116,en,Maximum Ride,"Six children genetically cross-bred with avian DNA, complete with wings, take flight around the country to discover their origins.",9.287,/9xMMUsqz7MxQUPToJqhfYAebQBo.jpg,2016-09-30,Maximum Ride,False,4.9,210
False,/5paubD86aMug7nUbn3NkMzSBDaD.jpg,"[12, 35, 18]",371645,en,Hunt for the Wilderpeople,"Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive.",12.251,/hkmz9rxgcweizXNElozGeKwmAJE.jpg,2016-03-31,Hunt for the Wilderpeople,False,7.7,1570
False,/zFyuN8vF2XNSzxIdACES0IyNrhK.jpg,"[16, 12, 10751, 14]",116711,en,Epic,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group characters in order to save their world—and ours.,40.764,/rdi6MYgAhLlgomEERtmYtrH8ItY.jpg,2013-05-15,Epic,False,6.5,2270
False,/vX3Z2ZYOKp8lg9b6u2eGjcLwYY0.jpg,"[53, 9648, 18, 80]",2275,en,The General's Daughter,"When the body of Army Capt. Elizabeth Campbell is found on a Georgia military base, two investigators, Warrant Officers Paul Brenner and Sara Sunhill, are ordered to solve her murder. What they uncover is anything but clear-cut. Unseemly details emerge about Campbell's life, leading to allegations of a possible military coverup of her death and the involvement of her father, Lt. Gen. Joseph Campbell.",19.902,/yGQ26eQUPaU2cWpZsdn2RgSOj0D.jpg,1999-06-18,The General's Daughter,False,6.4,687
False,/cWczNud8Y8i8ab0Z4bxos4myWYO.jpg,"[16, 10751]",38757,en,Tangled,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",103.137,/ym7Kst6a4uodryxqbGOxmewF235.jpg,2010-11-24,Tangled,False,7.6,9227
False,/ymVUtgvE8qpS6xD7OnWoJbsdciO.jpg,"[53, 10770]",416304,en,#FollowFriday,Students and Faculty on a college campus are targeted by a killer using social media.,3.191,/bXdljzq0zu8oRCV0SUbbso0fd95.jpg,2016-07-01,#FollowFriday,False,3.8,9
False,/1Gf5YdhlJ1G7Tf7WkSRrs6ssZ3G.jpg,[99],24593,en,Thinking XXX,"For a book project, photographer Timothy Greenfield-Sanders took photographs of 30 stars of adult movies, each pair of photographs in the same pose, clothed and nude. This film records the photo shoots and includes interviews with the performers and commentary from eight writers (and John Waters). The actors and writers discuss economics, nudity and exhibitionism, careers, and private lives.",73.816,/kqB0fF7VlODmw1exH4iDZHGUiVI.jpg,2004-10-27,Thinking XXX,False,5,71
False,/vQuIi5iOCN3V6yg7nbP5HUiVnpK.jpg,"[16, 10751, 12, 14, 35]",5255,en,The Polar Express,"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.",41.25,/zCuq1sy3xwbJJytFttp2qItqdc8.jpg,2004-11-10,The Polar Express,False,6.7,5009
False,/naNzpfHcEMqN1OpxPf2ppWiV65O.jpg,"[28, 18, 53]",74998,en,Seeking Justice,"After his wife is assaulted, a husband enlists the services of a vigilante group to help him settle the score.",39.551,/lN3O0j1DKVnwhO1h5J3utrmrBF2.jpg,2011-09-02,Seeking Justice,False,5.9,806
False,/mWzgMPlQcFZ6lZ449673LS2aCHX.jpg,"[10751, 16, 28, 878]",251768,en,JLA Adventures: Trapped in Time,"Get ready for a battle of the ages when the Justice League faces off against its archenemies, the Legion of Doom, in an all-new movie from DC Comics. A mysterious being known as the Time Trapper arises, and a sinister plan led by Lex Luthor sends the Legion of Doom back in time to eliminate Superman, Wonder Woman and Batman before they become super heroes. For Aquaman, Flash and Cyborg, along with teen super heroes Karate Kid and Dawnstar, the stakes have never been higher, the rescue mission never deadlier. So join the fight for the future as the Justice League confronts its ultimate challenge… the threat of having never existed!",21.748,/bm8LNDoKWWPnDTEAxJ6VrlPHWub.jpg,2014-01-21,JLA Adventures: Trapped in Time,False,6.7,160
False,/uLFfEoBQGFYUUakNFHowddAArzV.jpg,"[28, 12]",195269,en,12 Rounds 2: Reloaded,"Nick Malloy portrays an Emergency Medical Technician (EMT) who finds himself caught in a deadly 12-round game of cat and mouse with a vigilante tied to the paramedic's past. With little time to spare and his wife's life hanging in the balance, the EMT must figure out why he's been chosen to be the pawn in this maniac's game before it's too late.",15.957,/btThjvVC4lOqE95F9iVK118kpj2.jpg,2013-06-01,12 Rounds 2: Reloaded,False,5.6,218
False,/Acyjn5ITzMKX7o9hdOor6SE2IWZ.jpg,"[28, 18, 10752, 10749, 53]",369885,en,Allied,"In 1942, an intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",22.942,/sV4lXM32quwminL3TP36nlNPp7Q.jpg,2016-11-17,Allied,False,6.8,3883
False,/bWOfRV1Ubk9SWEDZDDjsmIUCcbZ.jpg,"[35, 10402]",254470,en,Pitch Perfect 2,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",45.743,/oFBQUufCV4c8WZoNhtGM17p884H.jpg,2015-05-07,Pitch Perfect 2,False,6.9,4729
False,/hNCqkXbWd40eftqSdjq8TmV7Mqr.jpg,"[18, 878, 9648]",329865,en,Arrival,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",60.151,/x2FJsf1ElAgr63Y3PNPtJrcmpoe.jpg,2016-11-10,Arrival,False,7.6,14782
False,/aBY4QcxdLgaGLf3ZHUvuKjRm8yF.jpg,"[37, 9648, 53, 18]",324560,en,Brimstone,"In the menacing inferno of the old North-American West, Liz is a genuine survivor who is hunted by a vengeful preacher for a crime she didn’t commit.",21.083,/aNxU4eZrfiChOgCEtyKWSCExdEi.jpg,2016-03-12,Brimstone,False,7.1,831
False,,"[18, 35]",274480,en,Among Ravens,"The story of a group of friends who reunite for their annual 4th of July weekend only to be confronted by Chad, a strange and beautiful nature photographer who begins to change their lives one by one.",3.518,/tUoMhRfMrXFuBHjD39WRzENdyU6.jpg,2014-07-18,Among Ravens,False,5.6,15
False,/2TGovZnpv1GLA7J7jSv8fObTVYT.jpg,"[10749, 10402, 36, 18]",462477,en,Newsies,"The rousing tale of Jack Kelly, a charismatic newsboy and leader of a ragged band of teenaged 'newsies,' who dreams only of a better life far from the hardship of the streets. When publishing titans raise distribution prices at the newsboys' expense, Jack finds a cause to fight for and rallies newsies from across the city to strike and take a stand for what's right.",10.049,/3Gw7WM8xZ5xrJp1KniSbrbY9DMI.jpg,2017-02-16,Newsies,False,8.3,64
False,/2g4cXP5ozwmHlETU6BADv01xVGj.jpg,"[18, 53]",162903,en,The Fifth Estate,"A look at the relationship between WikiLeaks founder Julian Assange and his early supporter and eventual colleague Daniel Domscheit-Berg, and how the website's growth and influence led to an irreparable rift between the two friends.",11.659,/1dzLHy1AN8hgppJp1LDzMI4fbHY.jpg,2013-10-11,The Fifth Estate,False,6,821
False,/hPaA2EAKOO6zp55yus0dAoCvbcc.jpg,"[9648, 53, 28]",13027,en,Eagle Eye,"Jerry Shaw and Rachel Holloman are two strangers whose lives are suddenly thrown into turmoil by a mysterious woman they have never met. Threatening their lives and family, the unseen caller uses everyday technology to control their actions and push them into increasing danger. As events escalate, Jerry and Rachel become the country's most-wanted fugitives and must figure out what is happening to them.",25.967,/9KCOv0hL37IN3tWG3j86eZg3xDH.jpg,2008-09-25,Eagle Eye,False,6.4,2314
False,/4fU2ddunguMjxWK0oWdUfKES9Qo.jpg,"[28, 35]",5851,en,Showtime,A spoof of buddy cop movies where two very different cops are forced to team up on a new reality based T.V. cop show.,10.547,/8sIooUxXZo2blCVuAYbL2wkdUfD.jpg,2002-03-14,Showtime,False,5.5,767
False,/6ms6RdNcQUAnjBY26aM85xC2wV0.jpg,"[28, 53, 878]",7191,en,Cloverfield,"Five young New Yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. Told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives.",36.293,/qIegUGJqyMMCRjkKV1s7A9MqdJ8.jpg,2008-01-15,Cloverfield,False,6.6,5736
False,/vJb93uS81m8lq6MTOqIUo5Nc1TB.jpg,[18],15487,en,The Greatest Game Ever Played,"A biopic of 20-year-old Francis Ouimet who defeated his golfing idol and 1900 US Open Champion, Harry Vardon.",11.616,/kh4vd6wKa6j9xVFzxhQrsT0p2YN.jpg,2005-09-30,The Greatest Game Ever Played,False,7.2,341
False,/vp8IUA3ZhnkeggkQUTQsffjj1SN.jpg,[18],128073,en,Greetings from Tim Buckley,A chronicle of the days leading up to Jeff Buckley's performance at his father's tribute concert in 1991.,0.6,/8fhvtgf2FVIfb2GBV0bekWKr973.jpg,2013-05-03,Greetings from Tim Buckley,False,5.8,18
False,/nMj5BAN1Nr74YKbRVQykS40D82T.jpg,"[18, 53]",60599,en,Arbitrage,"A troubled hedge fund magnate, desperate to complete the sale of his trading empire, makes an error that forces him to turn to an unlikely person for help.",10.398,/oVJF2KTmNB8ZFkp0aUSay7d0Opf.jpg,2012-09-14,Arbitrage,False,6.3,671
False,/msU3F9DVNFvCsQVxhxliyWSO03D.jpg,"[28, 12, 14]",10196,en,The Last Airbender,"The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations.",106.816,/zgwRTYWEEPivTwjB9S03HtmMcbM.jpg,2010-06-30,The Last Airbender,False,4.7,3222
False,/eg7ZTTobrgQXauhZeZVqV65i9yY.jpg,"[10402, 18, 36]",14410,en,Notorious,"""Notorious"" is the story of Christopher Wallace. Through raw talent and sheer determination, Wallace transforms himself from Brooklyn street hustler (once selling crack to pregnant women) to one of the greatest rappers of all time: The Notorious B.I.G. Follow his meteoric rise to fame and his refusal to succumb to expectations - redefining our notion of ""The American Dream.""",19.556,/62NsZPgueSiE8y7dqtU3FSLFwYw.jpg,2009-01-16,Notorious,False,6.9,532
False,/eBbge8LlrqWGo4MLsH7qXtOrpFi.jpg,"[27, 878]",13812,en,Quarantine,A television reporter and her cameraman are trapped inside a building quarantined by the CDC after the outbreak of a mysterious virus which turns humans into bloodthirsty killers.,16.561,/rGfOD8IC1x4PqmnqRuA8KyCckia.jpg,2008-10-10,Quarantine,False,5.8,1000
False,/oh79Gio9FDZDqzCMqfgaMJq4o9v.jpg,"[27, 878, 53]",377264,en,Morgan,A corporate risk-management consultant must determine whether or not to terminate an artificial being's life that was made in a laboratory environment.,16.868,/v1Qb1I0wVvk8FQaNaat9DHlKFGc.jpg,2016-09-01,Morgan,False,5.8,1220
False,/sWWwq8MsfI3Zrn4Zz0HENnhp70J.jpg,"[16, 10751]",12,en,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",100.088,/eHuGQ10FUzK1mdOY69wF5pGgEf5.jpg,2003-05-30,Finding Nemo,False,7.8,16082
False,/bAM1hVZEQRo1ZujryQ47bOtxEe8.jpg,"[53, 16, 28, 80]",242643,en,Batman: Assault on Arkham,Batman works desperately to find a bomb planted by the Joker while Amanda Waller sends her newly-formed Suicide Squad to break into Arkham Asylum and recover vital information stolen by the Riddler.,31.235,/mmQZekxr9gJ7c0Grkx6xgKvrpDy.jpg,2014-08-12,Batman: Assault on Arkham,False,7.4,877
False,/9o0WHLPvHHAznN0H3pBfjjiFioN.jpg,"[28, 878]",2789,en,The Chronicles of Riddick,"After years of outrunning ruthless bounty hunters, escaped convict Riddick suddenly finds himself caught between opposing forces in a fight for the future of the human race. Now, waging incredible battles on fantastic and deadly worlds, this lone, reluctant hero will emerge as humanity's champion - and the last hope for a universe on the edge of annihilation.",17.765,/iSaB7jBgsU6sXqKneZpdeRw5MSV.jpg,2004-06-11,The Chronicles of Riddick,False,6.5,3253
False,/eNI7PtK6DEYgZmHWP9gQNuff8pv.jpg,"[878, 28, 12]",624860,en,The Matrix Resurrections,"Plagued by strange memories, Neo's life takes an unexpected turn when he finds himself back inside the Matrix.",900.257,/8c4a8kE7PizaGQQnditMmI1xbRp.jpg,2021-12-16,The Matrix Resurrections,False,6.8,3104
False,,[27],167554,en,The Orphan,A disturbed young man is plagued by horrific headaches that he believes make him commit murders.,5.866,/tenNF7phTWcKJjLPl0OUYeHOLIG.jpg,1979-11-02,The Orphan,False,3.1,8
False,/x286ZITKvbohZakhcnxuUIyFeu5.jpg,"[18, 53]",10998,en,Fatal Attraction,A married man's one night stand comes back to haunt him when that lover begins to stalk him and his family.,14.203,/6QWziDIbcVVpnTGuaKjcxXC9Kl4.jpg,1987-09-11,Fatal Attraction,False,6.8,1052
False,/dhX8LZJkREFmRcrbEGNkf6EE0OL.jpg,"[28, 53, 80]",410554,en,First Kill,A police chief tries to solve a kidnapping that involves a bank robber holding a young boy hostage.,15.323,/zoia9YSg82UNYbtum9QYjKSqdLw.jpg,2017-07-21,First Kill,False,5.6,446
False,/gXkMRCw4dKE3yRnZpmgP8wfLL1y.jpg,"[80, 18, 53]",4547,en,Panic Room,"Trapped in their New York brownstone's panic room, a hidden chamber built as a sanctuary in the event of break-ins, newly divorced Meg Altman and her young daughter Sarah play a deadly game of cat-and-mouse with three intruders - Burnham, Raoul and Junior - during a brutal home invasion. But the room itself is the focal point because what the intruders really want is inside it.",21.867,/2dcpgwrZZsM64hcdnyFBwuiB8JY.jpg,2002-03-29,Panic Room,False,6.7,3953
False,/7kp9e6sR07es0BNDz9VzpL8XhJa.jpg,"[35, 10751]",82650,en,Diary of a Wimpy Kid: Dog Days,"It's summertime, and Greg Heffley is looking forward to playing video games and spending time with his friends. However, Greg's dad has other plans: He's decided that some father-son bonding time is in order. Desperate to prevent his dad from ruining summer vacation, Greg pretends he has a job at a ritzy country club. But Greg's plan backfires, leaving him in the middle of embarrassing mishaps and a camping trip gone wrong.",28.852,/qt48TcjnJtOORRTYCpQmhtnRBiE.jpg,2012-08-02,Diary of a Wimpy Kid: Dog Days,False,6.3,729
False,/einyYp4cHej4Nfo8ndE8mhQkKNu.jpg,[35],2123,en,"Me, Myself & Irene","Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication.",32.098,/rvRrcbLbpn7UJGRH1JupgHOeJFq.jpg,2000-06-22,"Me, Myself & Irene",False,6.6,3038
False,/z3XieQjXfT63WiKvlJACbOxxFYn.jpg,"[35, 18, 10749]",38093,en,Just Wright,A physical therapist falls for the basketball player she is helping recover from a career-threatening injury.,14.702,/qx1SumoTQYtB9VyxQ7irlfE2e7L.jpg,2010-05-14,Just Wright,False,6.3,312
False,/uBb9OfDyhgVDNpa9v5S6dvEU8sy.jpg,[28],171581,en,The Marine 3: Homefront,A Marine must do whatever it takes to save his kidnapped sister and stop a terrorist attack masterminded by a radical militia group.,39.459,/9liEU1O0GZIZXYf9SekjH5kb8bb.jpg,2013-03-05,The Marine 3: Homefront,False,6.3,147
False,/w0I6KQ3r9DdNZ0tIsD1CA67Hr6x.jpg,"[28, 35, 878]",262841,en,Monster Trucks,"Tripp is a high school senior with a knack for building trucks who makes an incredible discovery - a gas-guzzling creature named Creech. To protect his mischievous new friend, Tripp hides Creech under the hood of his latest creation, turning it into a real-life super-powered Monster Truck. Together, this unlikely duo with a shared taste for speed team up on a wild and unforgettable journey to reunite Creech with his family.",33.104,/jDKONUh6CD6M1P0sgOe3RDxy31t.jpg,2016-12-21,Monster Trucks,False,6.1,682
False,/2l5UHZBcp9cx1PwKLdisJ0gV9jB.jpg,"[16, 35, 14, 12, 10751]",808,en,Shrek,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey.",164.82,/iB64vpL3dIObOtMZgX3RqdVdQDc.jpg,2001-05-18,Shrek,False,7.7,13587
False,/ctDqJtlMwASOKoQi7sacSVae3EI.jpg,"[28, 18, 9648]",1428,en,Once Upon a Time in Mexico,"Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general.",19.161,/oY0Yqsj4TwkjELkIHXJimjdbV8M.jpg,2003-09-11,Once Upon a Time in Mexico,False,6.3,1684
False,/jSyhTLhSLJLFRhHR9qmK6w5iglW.jpg,"[10749, 35, 18]",365451,en,"Baby, Baby, Baby",The relationship between two mismatched people who try to move past their baggage to make their love work.,5.729,/mclynapBidaIu98LcmUltd4HGJP.jpg,2015-10-30,"Baby, Baby, Baby",False,5.8,24
False,/w7BrRNCunjfsFsbkq4N7CoBCaKd.jpg,"[12, 14, 16, 10751]",16690,en,Return to Never Land,"In 1940, the world is besieged by World War II. Wendy, all grown up, has two children; including Jane, who does not believe Wendy's stories about Peter Pan.",19.325,/zfclCksB7vCLA5Rd9HKHMGSz40.jpg,2002-02-14,Return to Never Land,False,6.4,1682
False,/jmxDdMCZtWuCZRufLtr2nPD611p.jpg,"[18, 80, 53]",470,en,21 Grams,"This is the story of three gentle persons: Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girls; and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably—forever.",13.041,/s8c6C2vsil9SGaTXqJm6PmY1IZw.jpg,2003-09-06,21 Grams,False,7.4,2496
False,/bwYhIvGPh81gLRTx3gWnU0Ho6nc.jpg,[35],8363,en,Superbad,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,66.023,/ek8e8txUyUwd2BNqj6lFEerJfbq.jpg,2007-03-20,Superbad,False,7.2,5626
False,/jqnbac3oind5VOcAN0mTXyapOGh.jpg,"[16, 10751, 28, 35, 878, 14]",324849,en,The Lego Batman Movie,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",74.221,/snGwr2gag4Fcgx2OGmH9otl6ofW.jpg,2017-02-08,The Lego Batman Movie,False,7.2,4001
False,/oXs8kp1oX5N0Mte6U8UUAwmLwt6.jpg,"[28, 12, 878, 53]",154,en,Star Trek II: The Wrath of Khan,"It is the 23rd century. The Federation Starship U.S.S. Enterprise is on routine training maneuvers and Admiral James T. Kirk seems resigned to the fact that this inspection may well be the last space mission of his career. But Khan is back. Aided by his exiled band of genetic supermen, Khan - brilliant renegade of 20th century Earth - has raided Space Station Regula One, stolen a top secret device called Project Genesis, wrested control of another Federation Starship and sets out in pursuit of the Enterprise, determined to let nothing stand in the way of his mission: kill Admiral Kirk... even if it means universal Armageddon.",13.16,/uPyLsKl8Z0LOoxeaFXsY5MxhR5s.jpg,1982-06-04,Star Trek II: The Wrath of Khan,False,7.5,1462
False,/pcDc2WJAYGJTTvRSEIpRZwM3Ola.jpg,"[28, 12, 14, 878]",791373,en,Zack Snyder's Justice League,"Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",382.391,/tnAuB8q5vv7Ax9UAEje5Xi4BXik.jpg,2021-03-18,Zack Snyder's Justice League,False,8.3,7374
False,/l8g9VAYVZ0LcvbNk0nZ3iLRnVXz.jpg,"[18, 10749]",18451,en,The Whole Wide World,"The Whole Wide World tells the story of Novalyne Price, an attractive feisty West Texas schoolteacher and her bittersweet, romantic and turbulent relationship with Robert E. Howard, the great pulp fiction writer of the 1930s.",2.207,/ajMk4ueXcOCbxwJjJecltiGhYrn.jpg,1996-09-08,The Whole Wide World,False,6.5,33
False,/ct9S0m2U2RTCFAVnq3y0nF0Tgb2.jpg,"[12, 10751, 14]",294272,en,Pete's Dragon,"For years, old wood carver Mr. Meacham has delighted local children with his tales of the fierce dragon that resides deep in the woods of the Pacific Northwest. To his daughter, Grace, who works as a forest ranger, these stories are little more than tall tales... until she meets Pete, a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. And from Pete's descriptions, Elliott seems remarkably similar to the dragon from Mr. Meacham's stories. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon.",25.01,/6TwrPngfpbwtVH6UsDfVNUnn3ms.jpg,2016-08-10,Pete's Dragon,False,6.4,1868
False,/xOyHKUFEhvogSHnDbsa5E7ZYx9D.jpg,"[10751, 28, 12, 16, 35, 14, 878]",12589,en,Jimmy Neutron: Boy Genius,"Jimmy Neutron is a boy genius and way ahead of his friends, but when it comes to being cool, he's a little behind. All until one day when his parents, and parents all over Earth are kidnapped by aliens, it's up to him to lead all the children of the world to rescue their parents.",19.574,/zdOVbZk53CiCtgcC4UOSSEFvf5U.jpg,2001-12-21,Jimmy Neutron: Boy Genius,False,5.9,694
False,/5dVuekvxRamQcLJEcJXmGDjxaWk.jpg,"[35, 18]",174311,en,All Is Bright,Two ne’er-do-wells from Quebec travel to New York City with a scheme to a get rich quick selling Christmas trees.,7.361,/spCLVHZnOCcjrGwCEaVi8ADKRsn.jpg,2013-09-10,All Is Bright,False,5.2,82
False,/hENBbG0J4zf4fFB3OVAC50poojR.jpg,"[18, 53, 878]",339988,en,The Circle,"A young tech worker takes a job at a powerful Internet corporation, quickly rises up the company's ranks, and soon finds herself in a perilous situation concerning privacy, surveillance and freedom. She comes to learn that her decisions and actions will determine the future of humanity.",29.284,/bQVqd5rWrx5GbXhJNuvKy4Viz6j.jpg,2017-04-27,The Circle,False,5.5,3811
False,/9e6wp707XMouPG939o2fHunXXJR.jpg,"[16, 12, 35, 10751]",639721,en,The Addams Family 2,The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters.,272.609,/ld7YB9vBRp1GM1DT3KmFWSmtBPB.jpg,2021-10-01,The Addams Family 2,False,7.2,781
False,/vJXoYOPTuU9P0vcprOlJYUsQ9O1.jpg,[18],113587,fr,Dangerous Intentions,A man stalks his wife and child when they leave for an abused women's shelter.,2.485,/2Xblxxr088SSYKQH9cFG1izOJ8M.jpg,1995-01-03,Dangerous Intentions,False,5.3,3
False,/udYOmbW1JEZjVd726PWHlmptxPi.jpg,"[12, 10751, 9648, 878]",158852,en,Tomorrowland,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",37.403,/kziYpr5Nfw60P0My8aj1sgCEqed.jpg,2015-05-19,Tomorrowland,False,6.2,6049
False,/4ovDwwOQFarYI4l9H8cPGJ7p3kF.jpg,[18],340487,en,Certain Women,Three strong-willed women strive to forge their own paths amidst the wide-open plains of the American Northwest: a lawyer forced to subdue a troubled client; a wife and mother whose plans to construct her dream home reveal fissures in her marriage; and a lonely ranch hand who forms an ambiguous bond with a young law student.,17.612,/1A5cWPvPnw7vY1Dfg3DSyLG0k96.jpg,2016-09-25,Certain Women,False,5.9,247
False,/zlU8BIkgY7E6SMfD3USTWC6bchL.jpg,"[878, 28, 18, 53]",119450,en,Dawn of the Planet of the Apes,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",90.366,/ie14Sm0hRI5f7Te2KIfU64NyCPr.jpg,2014-06-26,Dawn of the Planet of the Apes,False,7.3,9330
False,/7LpFPbE1AdzGQnO5Ib7fpSRMsvd.jpg,"[27, 9648, 53]",9022,en,All the Boys Love Mandy Lane,"Beautiful Mandy Lane isn't a party girl but, when classmate Chloe invites the Texas high school student to a bash in the countryside, she reluctantly accepts. After hitching a ride with a vaguely scary older man, the teens arrive at their destination. Partying ensues, and Mandy's close pal, Emmet, keeps a watchful eye on the young males making a play for Mandy. Then two of the students are murdered.",10.422,/9t7n7K0xqw0gMvrxyhdiyqEF3W1.jpg,2006-09-09,All the Boys Love Mandy Lane,False,5.5,500
False,/qVdNwmL9rhXPDNQkwqATyeHuvNT.jpg,"[14, 16, 12]",309002,es,Meñique y el espejo mágico,"Poor farmer's son Tom Little may be small, but what he lacks in brawn, he more than makes up for in brains and bravery. When a magic mirror shows him that the love of his life is no less than the beautiful princess, he's determined to win her heart. Meanwhile, a revengeful witch has conjured up a giant tree that covers the royal palace and destroys the court's fountain. Having heard that the King is offering his daughter's hand and half the kingdom to whoever manages to free the palace from this spell, Tom tries his luck against all odds.",8.394,/1nevHvwB9cJm1RwhjoxhCvX9TaG.jpg,2014-05-08,The Princess and the Magic Mirror,False,6.6,27
